Phylum,Common name,Brooders/Spawniers,Family,Taxa,Species, pH.experim ,Perc.Fertilization,Insemination.mins,Fert.success.mins,Sperm.pre-exp-time,egg.pre-exp.time,pH.control,pH.delta,pH.category,Sperm.per.uL,Sperm.per.mL,sperm:egg,n.females,n.males,Other,Data source,Notes/other treat,DOI,Author,Yeear
Echinodermata,Collector sea urchin,Spawners,Tripneustes,Sea urchin,Tripneustes gratilla,8.25,88,15,NA,0,15,8.25,0,,100000,100,25,3,3,,Engauge Digitizer,20ºC,https://doi.org/10.1007/s00227-010-1474-9,Byrne-A,2010
Echinodermata,Collector sea urchin,Spawners,Tripneustes,Sea urchin,Tripneustes gratilla,8.25,90,15,NA,0,15,8.25,0,,100000,100,25,3,3,,Engauge Digitizer,24ºC,https://doi.org/10.1007/s00227-010-1474-9,Byrne-A,2010
Echinodermata,Collector sea urchin,Spawners,Tripneustes,Sea urchin,Tripneustes gratilla,8.25,88,15,NA,0,15,8.25,0,,100000,100,25,3,3,,Engauge Digitizer,26ºC,https://doi.org/10.1007/s00227-010-1474-9,Byrne-A,2010
Mollusca,bay scallop,Spawners,Argopecten,scallop,Argopecten irradians,7.29,74.5,45,45,0,0,7.95,-0.66,> 0.5,NA,NA,NA,1,1,,Text,Exp #1,https://doi.org/10.3354/meps10621,White,2014
Mollusca,bay scallop,Spawners,Argopecten,scallop,Argopecten irradians,7.29,95.7,45,45,0,0,7.95,-0.66,> 0.5,NA,NA,NA,2,5,,Text,Exp #2,https://doi.org/10.3354/meps10621,White,2014
Mollusca,bay scallop,Spawners,Argopecten,scallop,Argopecten irradians,7.95,94.5,45,45,0,0,7.95,0,control,NA,NA,NA,2,2,,Text,Exp #1,https://doi.org/10.3354/meps10621,White,2014
Mollusca,bay scallop,Spawners,Argopecten,scallop,Argopecten irradians,7.97,98.2,45,45,0,0,7.95,0.02,control,NA,NA,NA,3,3,,Text,Exp #2,https://doi.org/10.3354/meps10621,White,2014
Mollusca,Bay scallop,Spawners,Argopecten,scallop,Argopecten irradias,7.62,74.3,1440,1440,0,0,8.29,-0.67,> 0.5,NA,NA,NA,NA,NA,,Text,,https://doi.org/10.1007/s11802-016-3146-y,Wang,2016
Mollusca,Bay scallop,Spawners,Argopecten,scallop,Argopecten irradias,8.29,84,1440,1440,0,0,8.29,0,control,NA,NA,NA,NA,NA,,Text,,https://doi.org/10.1007/s11802-016-3146-y,Wang,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,6,21.9,NA,NA,NA,NA,8,-2,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,6.5,60.9,NA,NA,NA,NA,8,-1.5,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7,58.3,NA,NA,NA,NA,8,-1,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.5,53.6,NA,NA,NA,NA,8,-0.5,control,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8,69.5,NA,NA,NA,NA,8,0,0.3 to 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,6,7.9,NA,NA,NA,NA,8,-2,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,6.5,40.1,NA,NA,NA,NA,8,-1.5,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7,42.8,NA,NA,NA,NA,8,-1,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.5,36.2,NA,NA,NA,NA,8,-0.5,control,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8,35.5,NA,NA,NA,NA,8,0,0.3 to 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,6,2.5,NA,NA,NA,NA,8,-2,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,6.5,49.9,NA,NA,NA,NA,8,-1.5,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7,45.9,NA,NA,NA,NA,8,-1,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.5,47.5,NA,NA,NA,NA,8,-0.5,control,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8,57,NA,NA,NA,NA,8,0,0.3 to 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.78,84,12,60,0,0,8.19,-0.41,0.3 to 0.5,7700,7700000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.78,88,12,60,0,0,8.19,-0.41,0.3 to 0.5,1400,1400000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.81,60,12,60,0,0,8.21,-0.4,0.3 to 0.5,5800,5800000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.8,60,12,60,0,0,8.18,-0.38,0.3 to 0.5,4900,4900000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.8,54,12,60,0,0,8.18,-0.38,0.3 to 0.5,20300,20300000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.81,76,12,60,0,0,8.18,-0.37,0.3 to 0.5,11800,11800000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.81,46,12,60,0,0,8.16,-0.35,0.3 to 0.5,10100,10100000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.83,53,12,60,0,0,8.16,-0.33,0.3 to 0.5,6200,6200000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.76,80,240,180,0,120,8.09,-0.33,0.3 to 0.5,NA,NA,10,8,11,,Text,,https://doi.org/10.1016/j.jembe.2012.12.014,Barros,2013
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.37,41,240,180,0,120,8.09,-0.72,> 0.5,NA,NA,10,8,11,,Text,,https://doi.org/10.1016/j.jembe.2012.12.014,Barros,2013
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.09,90,240,180,0,120,8.09,0,control,NA,NA,10,8,11,,Text,,https://doi.org/10.1016/j.jembe.2012.12.014,Barros,2013
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.82,88,12,60,0,0,8.14,-0.32,0.3 to 0.5,1900,1900000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.84,60,12,60,0,0,8.16,-0.32,0.3 to 0.5,20300,20300000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.82,34,12,60,0,0,8.13,-0.31,0.3 to 0.5,6900,6900000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.82,64,12,60,0,0,8.12,-0.3,0.13 to 0.3,3500,3500000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.85,91,12,60,0,0,8.13,-0.28,0.13 to 0.3,1700,1700000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.85,59,12,60,0,0,8.13,-0.28,0.13 to 0.3,30000,30000000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.81,66,12,60,0,0,8.09,-0.28,0.13 to 0.3,9600,9600000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.81,60,12,60,0,0,8.09,-0.28,0.13 to 0.3,11600,11600000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,7.86,59,12,60,0,0,8.08,-0.22,0.13 to 0.3,33300,33300000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.19,86,12,60,0,0,8.19,0,control,7700,7700000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.19,82,12,60,0,0,8.19,0,control,1400,1400000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.13,89,12,60,0,0,8.13,0,control,9900,9900000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.14,92,12,60,0,0,8.14,0,control,11700,11700000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.21,71,12,60,0,0,8.21,0,control,3500,3500000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.16,55,12,60,0,0,8.16,0,control,6200,6200000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.13,56,12,60,0,0,8.13,0,control,30000,30000000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.16,37,12,60,0,0,8.16,0,control,10100,10100000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.13,29,12,60,0,0,8.13,0,control,6900,6900000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.08,60,12,60,0,0,8.08,0,control,33300,33300000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.09,58,12,60,0,0,8.09,0,control,9600,9600000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.09,63,12,60,0,0,8.09,0,control,11600,11600000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.16,59,12,60,0,0,8.16,0,control,20300,20300000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.12,65,12,60,0,0,8.12,0,control,3500,3500000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.18,57,12,60,0,0,8.18,0,control,4900,4900000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.18,55,12,60,0,0,8.18,0,control,3400,3400000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Pacific oyster,Spawners,Crassostrea,oyster,Crassostrea gigas,8.24,71,12,60,0,0,8.24,0,control,11800,11800000,NA,3,1,,Text,,http://www.biogeosciences.net/6/3009/2009/,Havenhand,2009
Mollusca,Eastern oyster,Spawners,Crassostrea,oyster,Crassostrea virginica,7.5,74,30,1440,0,0,7.9,-0.4,0.3 to 0.5,NA,NA,NA,3,3,,,Not dir. Exposed,https://doi-org.offcampus.lib.washington.edu/10.1038/s41598-017-13480-3,Boulais,2017
Mollusca,Eastern oyster,Spawners,Crassostrea,oyster,Crassostrea virginica,7.9,80,30,1440,0,0,7.9,0,control,NA,NA,NA,3,3,,,Not dir. Exposed,https://doi-org.offcampus.lib.washington.edu/10.1038/s41598-017-13480-3,Boulais,2017
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,8.2,97.4,15,NA,0,15,8.2,0,,0.01,10,20,3,3,,Web Plot Digitizer,20,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,8.2,98.6,15,NA,0,15,8.2,0,,0.01,10,20,3,3,,Web Plot Digitizer,22,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,8.2,97.4,15,NA,0,15,8.2,0,,0.01,10,20,3,3,,Web Plot Digitizer,24,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,7.9,99.1,15,NA,0,15,8.2,-0.3,,0.01,10,20,3,3,,Web Plot Digitizer,20,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,7.9,98.8,15,NA,0,15,8.2,-0.3,,0.01,10,20,3,3,,Web Plot Digitizer,22,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,7.9,98.6,15,NA,0,15,8.2,-0.3,,0.01,10,20,3,3,,Web Plot Digitizer,24,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,7.8,99.1,15,NA,0,15,8.2,-0.4,,0.01,10,20,3,3,,Web Plot Digitizer,20,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,7.8,98.6,15,NA,0,15,8.2,-0.4,,0.01,10,20,3,3,,Web Plot Digitizer,22,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,7.8,97,15,NA,0,15,8.2,-0.4,,0.01,10,20,3,3,,Web Plot Digitizer,24,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,7.6,99.1,15,NA,0,15,8.2,-0.6,,0.01,10,20,3,3,,Web Plot Digitizer,20,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,7.6,98.1,15,NA,0,15,8.2,-0.6,,0.01,10,20,3,3,,Web Plot Digitizer,22,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,reddish abalone,Spawners,Haliotis,abalone,Haliotis coccoradiata,7.6,97.2,15,NA,0,15,8.2,-0.6,,0.01,10,20,3,3,,Web Plot Digitizer,24,https://doi.org/10.1007/s00227-010-1474-9,Byrne,2010
Mollusca,Ezo abalone,Spawners,Haliotisdiscus,abalone,Haliotisdiscus hannai,7.96,96.5,15,15,0,0,7.96,0,,NA,NA,NA,1,1,,Web Plot Digitizer,,https://doi.org/10.1111/j.1365-2419.2011.00589.x,Kimura,2011
Mollusca,Ezo abalone,Spawners,Haliotisdiscus,abalone,Haliotisdiscus hannai,7.83,97.3,15,15,0,0,7.96,-0.13,,NA,NA,NA,1,1,,Web Plot Digitizer,,https://doi.org/10.1111/j.1365-2419.2011.00589.x,Kimura,2011
Mollusca,Ezo abalone,Spawners,Haliotisdiscus,abalone,Haliotisdiscus hannai,7.79,96.5,15,15,0,0,7.96,-0.17,,NA,NA,NA,1,1,,Web Plot Digitizer,,https://doi.org/10.1111/j.1365-2419.2011.00589.x,Kimura,2011
Mollusca,Ezo abalone,Spawners,Haliotisdiscus,abalone,Haliotisdiscus hannai,7.73,98.1,15,15,0,0,7.96,-0.23,,NA,NA,NA,1,1,,Web Plot Digitizer,,https://doi.org/10.1111/j.1365-2419.2011.00589.x,Kimura,2011
Mollusca,Ezo abalone,Spawners,Haliotisdiscus,abalone,Haliotisdiscus hannai,8.02,91.5,15,15,0,0,8.02,0,,NA,NA,NA,1,1,,Web Plot Digitizer,,https://doi.org/10.1111/j.1365-2419.2011.00589.x,Kimura,2011
Mollusca,Ezo abalone,Spawners,Haliotisdiscus,abalone,Haliotisdiscus hannai,7.94,85.3,15,15,0,0,8.02,-0.08,,NA,NA,NA,1,1,,Web Plot Digitizer,,https://doi.org/10.1111/j.1365-2419.2011.00589.x,Kimura,2011
Mollusca,Ezo abalone,Spawners,Haliotisdiscus,abalone,Haliotisdiscus hannai,7.68,76.8,15,15,0,0,8.02,-0.34,,NA,NA,NA,1,1,,Web Plot Digitizer,,https://doi.org/10.1111/j.1365-2419.2011.00589.x,Kimura,2011
Mollusca,Ezo abalone,Spawners,Haliotisdiscus,abalone,Haliotisdiscus hannai,7.54,61.1,15,15,0,0,8.02,-0.48,,NA,NA,NA,1,1,,Web Plot Digitizer,,https://doi.org/10.1111/j.1365-2419.2011.00589.x,Kimura,2011
Mollusca,Ezo abalone,Spawners,Haliotisdiscus,abalone,Haliotisdiscus hannai,7.43,66,15,15,0,0,8.02,-0.59,,NA,NA,NA,1,1,,Web Plot Digitizer,,https://doi.org/10.1111/j.1365-2419.2011.00589.x,Kimura,2011
Mollusca,Antarctic bivalve,Spawners,Laternula,clam,Laternula elliptica,7.97,43.1,240,240,0,1440,7.97,0,,30000,30000000,42857,22,10,,Web Plot Digitizer,temp -1.6C,https://doi.org/10.3354/meps11436,Bylenga,2015
Mollusca,Antarctic bivalve,Spawners,Laternula,clam,Laternula elliptica,7.8,52.3,240,240,0,1440,7.97,-0.17,,30000,30000000,42857,22,10,,Web Plot Digitizer,temp -1.6C,https://doi.org/10.3354/meps11436,Bylenga,2015
Mollusca,Antarctic bivalve,Spawners,Laternula,clam,Laternula elliptica,7.65,51.4,240,240,0,1440,7.97,-0.32,,30000,30000000,42857,22,10,,Web Plot Digitizer,temp -1.6C,https://doi.org/10.3354/meps11436,Bylenga,2015
Mollusca,Antarctic bivalve,Spawners,Laternula,clam,Laternula elliptica,7.97,61.5,240,240,0,1440,7.97,0,,30000,30000000,42857,22,10,,Web Plot Digitizer,temp -0.5C,https://doi.org/10.3354/meps11436,Bylenga,2015
Mollusca,Antarctic bivalve,Spawners,Laternula,clam,Laternula elliptica,7.8,56.9,240,240,0,1440,7.97,-0.17,,30000,30000000,42857,22,10,,Web Plot Digitizer,temp -0.5C,https://doi.org/10.3354/meps11436,Bylenga,2015
Mollusca,Antarctic bivalve,Spawners,Laternula,clam,Laternula elliptica,7.65,62.4,240,240,0,1440,7.97,-0.32,,30000,30000000,42857,22,10,,Web Plot Digitizer,temp -0.5C,https://doi.org/10.3354/meps11436,Bylenga,2015
Mollusca,Antarctic bivalve,Spawners,Laternula,clam,Laternula elliptica,7.97,68.1,240,240,0,1440,7.97,0,,30000,30000000,42857,22,10,,Web Plot Digitizer,temp 0.4C,https://doi.org/10.3354/meps11436,Bylenga,2015
Mollusca,Antarctic bivalve,Spawners,Laternula,clam,Laternula elliptica,7.65,61.1,240,240,0,1440,7.97,-0.32,,30000,30000000,42857,22,10,,Web Plot Digitizer,temp 0.4C,https://doi.org/10.3354/meps11436,Bylenga,2015
Mollusca,Baltic clam,Spawners,Laternula,clam,Limecola balthica,6.3,13.6,60,60,NA,NA,7.7,-1.4,,200,40000,25,2,3,,Text,,https://doi.org/10.1016/j.marpolbul.2018.09.007,Swiezak,2018
Mollusca,Baltic clam,Spawners,Laternula,clam,Limecola balthica,7,32.3,60,60,NA,NA,7.7,-0.7,,200,40000,25,2,3,,Text,,https://doi.org/10.1016/j.marpolbul.2018.09.007,Swiezak,2018
Mollusca,Baltic clam,Spawners,Laternula,clam,Limecola balthica,7.7,77,60,60,NA,NA,7.7,0,,200,40000,25,2,3,,Text,,https://doi.org/10.1016/j.marpolbul.2018.09.007,Swiezak,2018
Mollusca,Baltic tellin,Spawners,Macoma,clam,Macoma balthica,7.5,76.2,240,240,NA,NA,8.1,-0.6,> 0.5,NA,NA,NA,several,several,,Web Plot Digitizer,,https://doi.org/10.1371/journal.pone.0044655,Van Colen,2012
Mollusca,Baltic tellin,Spawners,Macoma,clam,Macoma balthica,7.8,84,240,240,NA,NA,8.1,-0.3,0.13 to 0.3,NA,NA,NA,several,several,,Web Plot Digitizer,,https://doi.org/10.1371/journal.pone.0044655,Van Colen,2012
Mollusca,Baltic tellin,Spawners,Macoma,clam,Macoma balthica,8.1,85,240,240,NA,NA,8.1,0,control,NA,NA,NA,several,several,,Web Plot Digitizer,,https://doi.org/10.1371/journal.pone.0044655,Van Colen,2012
Mollusca,Scallop,Spawners,Mimachlamys,scallop,Mimachlamys asperrima,7.69,56.1,120,120,NA,NA,8.2,-0.51,> 0.5,NA,NA,1,5,5,,Web Plot Digitizer,,https://doi.org/10.1371/journal.pone.0093649,Scanes,2014
Mollusca,Scallop,Spawners,Mimachlamys,scallop,Mimachlamys asperrima,7.81,61.7,120,120,NA,NA,8.2,-0.39,0.3 to 0.5,NA,NA,1,5,5,,Web Plot Digitizer,,https://doi.org/10.1371/journal.pone.0093649,Scanes,2014
Mollusca,Scallop,Spawners,Mimachlamys,scallop,Mimachlamys asperrima,7.89,75.8,120,120,NA,NA,8.2,-0.31,0.3 to 0.5,NA,NA,1,5,5,,Web Plot Digitizer,,https://doi.org/10.1371/journal.pone.0093649,Scanes,2014
Mollusca,Scallop,Spawners,Mimachlamys,scallop,Mimachlamys asperrima,8.2,84.8,120,120,NA,NA,8.2,0,control,NA,NA,1,5,5,,Web Plot Digitizer,,https://doi.org/10.1371/journal.pone.0093649,Scanes,2014
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mutilus edulis,7.6,98,120,120,NA,NA,8.1,-0.5,0.3 to 0.5,NA,NA,NA,6,8,,Text,,https://doi.org/10.1080/15287394.2011.550460,Bechman,2011
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mutilus edulis,8.1,99,120,120,NA,NA,8.1,0,control,NA,NA,NA,6,8,,Text,,https://doi.org/10.1080/15287394.2011.550460,Bechman,2011
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,6,29.5,NA,NA,NA,NA,8,-2,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,6.5,99.5,NA,NA,NA,NA,8,-1.5,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7,100,NA,NA,NA,NA,8,-1,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7.5,96.8,NA,NA,NA,NA,8,-0.5,0.3 to 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,8,98.9,NA,NA,NA,NA,8,0,control,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,6,11.2,NA,NA,NA,NA,8,-2,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,6.5,96.4,NA,NA,NA,NA,8,-1.5,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
